Wed Jul 22 01:26:52 2015    server_profile

         6002727 function calls (5995221 primitive calls) in 24.428 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/urllib/request.py:589(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/string.py:73(Template)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/datetime.py:909(tzinfo)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/gridspec.py:187(GridSpec)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_discrete_distns.py:513(boltzmann_gen)
        1    0.000    0.000    0.000    0.000 {built-in method sysconf}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/image.py:535(AxesImage)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:2316(invweibull_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/email/__init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:2275(invgauss_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/blocking_input.py:296(BlockingContourLabeler)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:1939(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:549(bradford_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:2190(gausshyper_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/colors.py:1034(SymLogNorm)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/tri/triinterpolate.py:1028(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/logging/__init__.py:1116(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/ticker.py:1188(MultipleLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/optimize/nonlin.py:481(Jacobian)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/widgets.py:873(Cursor)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/path.py:259(should_simplify)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:1472(genexpon_gen)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/artist.py:243(is_transform_set)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:1502(MemoryMonitor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:1915(gompertz_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:259(arcsine_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:3601(rice_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_multivariate.py:853(dirichlet_frozen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:3483(rdist_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mathtext.py:1666(Glue)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/dviread.py:420(DviFont)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mathtext.py:1383(List)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/relativedelta.py:10(weekday)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/unittest/case.py:272(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/scale.py:18(ScaleBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/optimize/optimize.py:50(MemoizeJac)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/six.py:101(MovedModule)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/_datasource.py:74(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:1221(rc_context)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:1830(_Base)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/urllib/parse.py:630(Quoter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/legend_handler.py:289(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/ticker.py:1148(Base)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/testing/utils.py:1513(WarningManager)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/logging/__init__.py:1111(Manager)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mlab.py:3080(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mathtext.py:1444(Hlist)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_multivariate.py:485(multivariate_normal_frozen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/email/parser.py:80(BytesParser)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:3074(postParse)
        1    0.000    0.000    0.000    0.000 {built-in method openssl_md5}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/logging/__init__.py:1898(NullHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/blocking_input.py:349(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/optimize/nonlin.py:1046(Anderson)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/tz.py:31(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/argparse.py:1142(FileType)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/urllib/parse.py:193(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:850(Sorter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:2626(Arc3)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/widgets.py:595(RadioButtons)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:275(converter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/optimize/nonlin.py:1002(BroydenSecond)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/interface.py:254(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/csv.py:53(excel)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/pickle.py:219(_Unframer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/decimal.py:5600(_WorkRep)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:258(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2405(Or)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/testing/utils.py:1481(WarningMessage)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/colors.py:1148(PowerNorm)
        2    0.000    0.000    0.000    0.000 {built-in method register}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/data.py:100(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/scale.py:333(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/unittest/runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/urllib/request.py:1307(FileHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:2851(mielke_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/dates.py:156(_UTC)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mathtext.py:1354(Accent)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/_collections_abc.py:88(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/ticker.py:992(IndexLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/projections/polar.py:184(RadialLocator)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/six.py:73(_add_doc)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/tokenize.py:96(TokenInfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/pprint.py:71(_safe_key)
        1    0.000    0.000    0.000    0.000 /home/lipastomies/git/igem/modeling/2015/particle_model/objects_revised.py:92(Enzyme)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/decimal.py:3860(_ContextManager)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/widgets.py:36(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/tri/trifinder.py:28(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2723(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/tarfile.py:576(_StreamProxy)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/optimize/_basinhopping.py:14(Storage)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/urllib/request.py:1216(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/ma/core.py:6053(_frommethod)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/logging/__init__.py:986(FileHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:255(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:2499(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mathtext.py:364(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mathtext.py:1780(Kern)
        1    0.000    0.000    0.000    0.000 {built-in method setAttribute}
        1    0.000    0.000    0.000    0.000 {built-in method exp}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_discrete_distns.py:661(dlaplace_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/rrule.py:246(rrule)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/urllib/request.py:1231(HTTPCookieProcessor)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/figure.py:537(set_canvas)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/ticker.py:1014(FixedLocator)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:402(set_hatch)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/scale.py:199(LogTransform)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/ticker.py:1543(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/http/client.py:1264(IncompleteRead)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/special/orthogonal.py:112(orthopoly1d)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/tri/triinterpolate.py:1105(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:374(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/optimize/optimize.py:1672(Brent)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/index_tricks.py:525(ndindex)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/artist.py:637(get_clip_path)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/function_base.py:1529(vectorize)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/optimize/nonlin.py:418(TerminationCondition)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/testing/decorators.py:85(set_test)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/interface.py:317(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/projections/geo.py:568(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/widgets.py:460(CheckButtons)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/logging/__init__.py:589(BufferingFormatter)
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        3    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/csv.py:129(DictWriter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:1683(Word)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:1983(CharsNotIn)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/gridspec.py:382(SubplotSpec)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/urllib/response.py:64(addinfourl)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/_expm_multiply.py:316(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/interface.py:363(IdentityOperator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/logging/__init__.py:368(PercentStyle)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/urllib/request.py:1094(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:2121(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:3100(_Curve)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/ma/core.py:7278(_convert2ma)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/figure.py:1371(add_axobserver)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/gridspec.py:318(GridSpecFromSubplotSpec)
        6    0.000    0.000    0.000    0.000 {built-in method getpid}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:980(hold)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:2460(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:2559(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/difflib.py:751(Differ)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:3452(powernorm_gen)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/ctypes/__init__.py:415(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/memmap.py:23(memmap)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/logging/__init__.py:935(StreamHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:2111(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/ticker.py:1075(LinearLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/widgets.py:1692(Lasso)
        2    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mathtext.py:279(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/optimize/anneal.py:18(base_schedule)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/selectors.py:334(PollSelector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/_datasource.py:50(_FileOpeners)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/ctypes/__init__.py:414(LibraryLoader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:3422(powerlognorm_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/font_manager.py:353(FontEntry)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/urllib/parse.py:163(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/sputils.py:234(IndexMixin)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/lib/_util.py:37(DeprecatedImport)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/optimize/_basinhopping.py:185(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/urllib/request.py:549(BaseHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/legend_handler.py:566(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:2523(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backend_bases.py:134(ShowBase)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/path.py:221(codes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/records.py:84(format_parser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:1673(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/unittest/case.py:253(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_discrete_distns.py:707(skellam_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/scale.py:131(InvertedLog10Transform)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/email/message.py:934(_IsAttachment)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/selectors.py:50(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/tz.py:738(tzical)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/__future__.py:76(_Feature)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/threading.py:364(Semaphore)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/compat/_inspect.py:161(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/dates.py:469(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/rrule.py:53(weekday)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/tri/tricontour.py:12(TriContourSet)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backends/qt_editor/formlayout.py:119(ColorLayout)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/mlab.py:3051(FormatObj)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/numeric.py:2747(errstate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/threading.py:482(Event)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/unittest/runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/offsetbox.py:1644(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/index_tricks.py:475(ndenumerate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/argparse.py:954(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2796(_NullToken)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/colors.py:963(LogNorm)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/index_tricks.py:647(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/streamplot.py:296(StreamMask)
        2    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/logging/__init__.py:392(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/stats/_continuous_distns.py:296(FitDataError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/optimize/_basinhopping.py:282(Metropolis)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/scale.py:398(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:3320(CurveFilledB)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/optimize/nonlin.py:664(GenericBroyden)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/ma/core.py:739(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/tri/trifinder.py:10(TriFinder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/unittest/suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:3239(CurveA)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/codecs.py:183(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2101(GoToColumn)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1784(get_matrix)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/lib/index_tricks.py:352(RClass)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/collections.py:970(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:3442(BracketAB)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:3643(Fancy)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/imp.py:131(_HackedGetData)
        1    0.000    0.000    0.000    0.000 {built-in method getapi}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/core/arrayprint.py:532(FloatFormat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:592(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/imp.py:112(NullImporter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:1538(Token)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/email/errors.py:90(NonPrintableDefect)
        4    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/ticker.py:1696(AutoLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/email/parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/ctypes/_endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backend_bases.py:1540(PickEvent)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2466(MatchFirst)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/backends/backend_qt4.py:63(FigureCanvasQT)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/figure.py:778(fixitems)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/interface.py:275(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/offsetbox.py:322(VPacker)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/ctypes/__init__.py:238(c_char_p)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/legend_handler.py:256(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:313(todate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:1558(NoMatch)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:2125(Sawtooth)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/urllib/parse.py:115(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:2302(_InstanceMethodPickler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/patches.py:2663(Angle3)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/lines.py:1320(VertexSelector)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/scipy/lib/six.py:67(_add_doc)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/threading.py:894(_set_ident)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/tarfile.py:302(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/matplotlib/dates.py:1043(MonthLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/numpy/compat/_inspect.py:162(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/site-packages/dateutil/parser.py:440(_result)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.4/calendar.py:500(LocaleTextCalendar)
